Name,Website,LinkedIn,Primary Phone,Phone,Languages,Segment
Prefeitura Municipal de Ourinhos,http://www.ourinhos.sp.gov.br,http://www.linkedin.com/company/prefeitura-municipal-de-ourinhos,{},,,
SJ Supermercados,http://www.supersj.com.br,http://www.linkedin.com/company/sj-supermercados,{},,,
Polícia Militar do Estado do Rio de Janeiro,http://www.sepm.rj.gov.br,http://www.linkedin.com/company/pol-cia-militar-do-estado-do-rio-de-janeiro,{},,,
Hospital Beneficência Portuguesa de Pelotas,http://www.beneficencia-pelotas.com.br,http://www.linkedin.com/company/beneficencia-portuguesa-pelotas,"{'number': '+55 53 3026-9333', 'source': 'Account', 'sanitized_number': '+555330269333'}",+55 53 3026-9333,,
Prefeitura Municipal de Cajamar,http://www.cajamar.sp.gov.br,http://www.linkedin.com/company/prefeitura-municipal-de-cajamar,{},,,
Gula Gula Restaurante,http://www.gulagula.com.br,http://www.linkedin.com/company/gula-gula-restaurante,{},,Portuguese,
Bluecoop Cooperativa,http://www.bluecoop.com.br,http://www.linkedin.com/company/bluecoop,"{'number': '+55 11 4010-3560', 'source': 'Account', 'sanitized_number': '+551140103560'}",+55 11 4010-3560,,
Prefeitura Municipal de Itabirito,http://www.itabirito.mg.gov.br,http://www.linkedin.com/company/prefeitura-de-itabirito,{},,,
Rede Construir,http://www.redeconstruir.com.br,http://www.linkedin.com/company/rede-construir,{},,Portuguese,
Hipermercado Extra,,http://www.linkedin.com/company/hipermercado-extra,{},,,
Supermercado Coelho Diniz,,http://www.linkedin.com/company/supermercado-coelho-diniz,"{'number': '+55 47 3368-4218', 'source': 'Account', 'sanitized_number': '+554733684218'}",+55 47 3368-4218,,
Terapias Integrativas,http://www.institutodeterapiasintegrativas.com,http://www.linkedin.com/company/terapias-integrativas,"{'number': '+34 976 28 44 70', 'source': 'Scraped', 'sanitized_number': '+34976284470'}",+34 976 28 44 70,,
Tids Papelaria,,http://www.linkedin.com/company/tids-papelaria,{},,,
Esposende Calçados,,http://www.linkedin.com/company/esposende-cal%c3%a7ados,"{'number': '+55 51 4002-4240', 'source': 'Account', 'sanitized_number': '+555140024240'}",+55 51 4002-4240,,
Ophicina,http://www.ophicina.com.br,http://www.linkedin.com/company/ophicina,{},,"Spanish, Portuguese",
União Supermercados,,http://www.linkedin.com/company/uniao-supermercado,{},,Portuguese,
Cofesa Supermercados,http://www.cofesa.com.br,http://www.linkedin.com/company/cofesasupermercados,{},,Portuguese,
Barbearia VIP,http://www.barbeariavip.com.br,http://www.linkedin.com/company/barbeariavip,{},,,
Prefeitura Municipal de Campo Grande,http://www.campogrande.ms.gov.br,http://www.linkedin.com/company/prefeitura-municipal-de-campo-grande,{},,,
Governo do Estado de Rondônia,http://www.www.ro.gov.br,http://www.linkedin.com/company/governo-do-estado-de-rond%c3%b4nia,{},,,
Costazul Supermercados,http://www.costazulemcasa.com.br,http://www.linkedin.com/company/costazulsupermercados,"{'number': '+5522200902000', 'source': 'Scraped', 'sanitized_number': '+5522200902000'}",+5522200902000,,
Prefeitura Municipal de Conselheiro Lafaiete - MG,http://www.conselheirolafaiete.mg.gov.br,http://www.linkedin.com/company/conselheirolafaiete,{},,,
Mercadinho Piratininga,http://www.mercadinhopiratininga.com.br,http://www.linkedin.com/company/mercadinho-piratininga,{},,Portuguese,
Casa do Arroz Supermercados,http://www.casadoarroz.com.br,http://www.linkedin.com/company/casadoarrozsupermercados,{},,,
Furnas-Centrais Eletricas,,http://www.linkedin.com/company/furnas-centrais-eletricas,{},,Portuguese,
Grupo Ramiro Campelo,http://www.lojasguaibim.com.br,http://www.linkedin.com/company/grupo-ramiro-campelo,"{'number': '+55 71 4020-2585', 'source': 'Scraped', 'sanitized_number': '+557140202585'}",+55 71 4020-2585,,
Padaria Pão e Sonhos,http://www.paoesonhos.com.br,http://www.linkedin.com/company/padaria-p-o-e-sonhos,"{'number': '+55 48 3028-7501', 'source': 'Scraped', 'sanitized_number': '+554830287501'}",+55 48 3028-7501,,
Prefeitura de Mesquita,,http://www.linkedin.com/company/prefeiturademesquita,{},,,
First Class Home,http://www.firstclass.com.br,http://www.linkedin.com/company/first-class-home,{},,,
Insinuante,http://www.insinuante.com.br,http://www.linkedin.com/company/insinuante,{},,Portuguese,
Urbam (Urbanizadora Municipal S.A.),http://www.urbam.com.br,http://www.linkedin.com/company/urbamsjc,{},,"Portuguese, Spanish",
Grupo World Tennis,http://www.wtennis.com.br,http://www.linkedin.com/company/grupo-world-tennis,"{'number': '+55 800 017 6996', 'source': 'Scraped', 'sanitized_number': '+558000176996'}",+55 800 017 6996,,
Prefeitura de Aparecida de Goiânia,http://www.aparecida.go.gov.br,http://www.linkedin.com/company/prefeitura-de-aparecida-de-goi%c3%a2nia,{},,,
Top Birra,http://www.topbirra.com.br,http://www.linkedin.com/company/top-birra,{},,Portuguese,
Elmo Calcados,http://www.elmo.com.br,http://www.linkedin.com/company/elmo-calcados,{},,,
Cooperativa Agroindustrial dos Produtores Rurais do Sudoeste Goiano,http://www.comigo.com.br,http://www.linkedin.com/company/cooperativa-agroindustrial-dos-produtores-rurais-do-sudoeste-goiano,{},,,
Cia. do Terno - Oficial,http://www.ciadoterno.com.br,http://www.linkedin.com/company/ciadoterno,{},,Portuguese,
Rede Planalto,http://www.planaltopetroleo.com.br,http://www.linkedin.com/company/rede-planalto,{},,,
Esplanada Móveis Ltda,http://www.esplanadamoveis.com.br,http://www.linkedin.com/company/esplanada-m%c3%b3veis-ltda,"{'number': '+55 800 770 6929', 'source': 'Scraped', 'sanitized_number': '+558007706929'}",+55 800 770 6929,,
Millena Móveis e Eletro,http://www.millenamoveiseeletro.com.br,http://www.linkedin.com/company/redemillena,{},,,
Yamauchi Supermercados,http://www.yamauchi.com.br,http://www.linkedin.com/company/supermercado-yamauchi-ltda,{},,,
Sapataria Nova,http://www.sapatarianova.com.br,http://www.linkedin.com/company/sapataria-nova,{},,,
Rede Dom Pedro de Postos,http://www.rededompedro.com,http://www.linkedin.com/company/rededompedrodepostos,{},,,
Prefeitura Municipal de Suzano,http://www.suzano.sp.gov.br,http://www.linkedin.com/company/prefeitura-municipal-de-suzano,{},,,
RN,http://www.rntintas.com.br,http://www.linkedin.com/company/rn-tintas-e-ferramentas,"{'number': '+55 800 215 3000', 'source': 'Scraped', 'sanitized_number': '+558002153000'}",+55 800 215 3000,,
Sempre Vale Supermercados,http://www.semprevale.com.br,http://www.linkedin.com/company/sempre-vale-supermercados-ltda.,{},,,
SESAP-RN,http://www.www.rn.gov.br,http://www.linkedin.com/company/sesap-rn,{},,Portuguese,
Supervi Distribuidor de Alimentos,http://www.supervi.com.br,http://www.linkedin.com/company/supervi,"{'number': '+55 62 3310-1200', 'source': 'Scraped', 'sanitized_number': '+556233101200'}",+55 62 3310-1200,Portuguese,
Expresso Gardenia Ltda,http://www.expressogardenia.com.br,http://www.linkedin.com/company/expresso-gardenia-ltda,"{'number': '+55 31 99809-6104', 'source': 'Scraped', 'sanitized_number': '+5531998096104'}",+55 31 99809-6104,Portuguese,
Arthur Lundgren Tecidos S.A.,,http://www.linkedin.com/company/arthur-lundgren-tecidos-s.a.,"{'number': '+55 11 3258-5129', 'source': 'Account', 'sanitized_number': '+551132585129'}",+55 11 3258-5129,,
Drogaria Retiro,http://www.drogariaretiro.com.br,http://www.linkedin.com/company/drogaria-retiro,{},,,
Actual Saúde,http://www.actualsaude.com.br,http://www.linkedin.com/company/actual-sa%c3%bade,{},,English,
Dona Deôla,http://www.donadeola.com.br,http://www.linkedin.com/company/dona-deola,{},,Portuguese,
SUPERMERCADO NOVO DIA,http://www.supermercadonovodia.com.br,http://www.linkedin.com/company/novodiaestancia,{},,,
Uniao De Lojas Leader,,http://www.linkedin.com/company/uniao-de-lojas-leader,"{'number': '+55 81 3320-2080', 'source': 'Account', 'sanitized_number': '+558133202080'}",+55 81 3320-2080,,
"Posto ADE Ipiranga: Posto 24 horas, Conveniência, Águas Claras, Brasília",http://www.grupofratelli.com.br,http://www.linkedin.com/company/posto-ade-ipiranga-posto-24-horas-conveni%c3%aancia-%c3%a1guas-claras-bras%c3%adlia,"{'number': '+1 613-234-2693', 'source': 'Account', 'sanitized_number': '+16132342693'}",+1 613-234-2693,,
Elo Contact Center Servicos,,http://www.linkedin.com/company/elo-contact-center-servicos,{},,,
Casas Pernambucanas,,http://www.linkedin.com/company/casas-pernambucanas,"{'number': '+55 11 3258-5129', 'source': 'Account', 'sanitized_number': '+551132585129'}",+55 11 3258-5129,Portuguese,
Lanche&Co,http://www.instragram.com,http://www.linkedin.com/company/lanche-co,{},,,
Expresso Brasileiro Transportes,http://www.expressobrasileiro.com.br,http://www.linkedin.com/company/expresso-brasileiro-transportes,{},,English,
Frango Americano,http://www.frangoamericanobrasil.com.br,http://www.linkedin.com/company/frango-americano,{},,Portuguese,
NIAZI CHOHFI,http://www.niazi.com.br,http://www.linkedin.com/company/niazi-chohfi,{},,Portuguese,
Instituto Nacional de Cardiologia (Instituto Nacional de Cardiologia Laranjeiras),,http://www.linkedin.com/company/instituto-nacional-de-cardiologia,{},,,
UP! Essência (Oficial),http://www.upessencias.com.br,http://www.linkedin.com/company/up-ess%c3%aancia,"{'number': '+55 11 96709-7099', 'source': 'Scraped', 'sanitized_number': '+5511967097099'}",+55 11 96709-7099,Portuguese,
Hiroshima,http://www.hiroshima.com.br,http://www.linkedin.com/company/hiroshima,{},,Portuguese,
autônomo,http://www.krow.com.br,http://www.linkedin.com/company/krow---communication-for-events,{},,Portuguese,
Hospital Santa Luzia,,http://www.linkedin.com/company/hospital-santa-luzia-brasilia,"{'number': '+55 11 3386-1584', 'source': 'Account', 'sanitized_number': '+551133861584'}",+55 11 3386-1584,,
Rede Bavaresco Supermercados,,http://www.linkedin.com/company/rede-bavaresco-supermercados,{},,,
Atrio Rio Service Tecnologia e Serviços,http://www.atriorio.com.br,http://www.linkedin.com/company/atrio-rio-service-tecnologia-e-servi-os,{},,Portuguese,
Big Master Supermercados,http://www.superbigmaster.com.br,http://www.linkedin.com/company/big-master-supermercados,{},,,
Villarreal Supermercados,http://www.villarrealonline.com.br,http://www.linkedin.com/company/villarreal-supermercados,"{'number': '+55 12 3904-7000', 'source': 'Account', 'sanitized_number': '+551239047000'}",+55 12 3904-7000,Portuguese,
Comando Auto Peças,http://www.autopecascomando.com.br,http://www.linkedin.com/company/comando-auto-pe%c3%a7as,{},,,
Grupo Alemã,http://www.grupoalema.com.br,http://www.linkedin.com/company/grupo-alem%c3%a3,{},,,
Mini Mercado Extra,,http://www.linkedin.com/company/mini-mercado-extra,{},,,
Supermercado Nacional,http://www.canilvonaragon.com.br,http://www.linkedin.com/company/supermercado-nacional,{},,,
Melhor Atacadista,http://www.melhoratacadista.com.br,http://www.linkedin.com/company/melhor-atacadista,{},,,
SAAE,http://www.saaebm.rj.gov.br,http://www.linkedin.com/company/saaebm,{},,,
NÃO TENHO ROUPA,http://www.naotenhoroupa.com,http://www.linkedin.com/company/n%c3%a3o-tenho-roupa-ntr,{},,,
Negócio Próprio,http://www.tnsconsultoria.com.br,http://www.linkedin.com/company/neg%c3%b3cio-pr%c3%b3prio,{},,,
Condominio Residencial,http://www.condominiofamilysantana.com.br,http://www.linkedin.com/company/condominio-residencial,{},,,
KIK CALÇADOS,http://www.kik.com.br,http://www.linkedin.com/company/kik-cal-ados,{},,Portuguese,
Sex Shop,http://www.sexshoploja.com.br,http://www.linkedin.com/company/sex-shop,{},,Portuguese,
Clínica Activera,http://www.activera.com.br,http://www.linkedin.com/company/clinica-activera,{},,English,
Prefeitura Municipal de Seropédica,http://www.seropedica.rj.gov.br,http://www.linkedin.com/company/prefeitura-seropedica,"{'number': '+1 859-254-6589', 'source': 'Scraped', 'sanitized_number': '+18592546589'}",+1 859-254-6589,,
Perboni Brasil,http://www.perbonibrasil.com.br,http://www.linkedin.com/company/perboni-brasil,{},,,
ADEPARÁ - Agência de Defesa Agropecuária do Estado do Pará,http://www.adepara.pa.gov.br,http://www.linkedin.com/company/adepar%c3%a1-ag%c3%aanciadedefesaagropecu%c3%a1riadoestadodopar%c3%a1,{},,,
Terra Viva,,http://www.linkedin.com/company/terra-viva,{},,Portuguese,
Supermercado Casagrande,,http://www.linkedin.com/company/supermercado-casagrande,{},,,
Agropecuaria Jayoro,http://www.jayoro.com.br,http://www.linkedin.com/company/agropecuaria-jayoro,"{'number': '+55 92 2121-1200', 'source': 'Account', 'sanitized_number': '+559221211200'}",+55 92 2121-1200,,
C. Rolim,,http://www.linkedin.com/company/c-rolim,{},,,
Bifarma,http://www.bifarma.com.br,http://www.linkedin.com/company/bifarma,{},,Portuguese,
Supermercado Pague Menos,http://www.mercadopaguemenos.com.br,http://www.linkedin.com/company/supermercado-pague-menos,{},,,
Santa Casa de Misericórdia,http://www.santacasaresende.org.br,http://www.linkedin.com/company/santa-casa-de-miseric%c3%b3rdia,{},,,
PRM SERVIÇOS E MÃO DE OBRA ESPECIALIZADA,,http://www.linkedin.com/company/prm-servi%c3%a7os-e-m%c3%a3o-de-obra-especializada,{},,,
Droga Raia S.A.,,http://www.linkedin.com/company/droga-raia-s.a.,{},,,
LOTUS Clínica Do-In Ltda.,http://www.lotusmassagem.com.br,http://www.linkedin.com/company/autonomo_16,{},,,
Multishow Supermercados,,http://www.linkedin.com/company/multishow-supermercados,{},,,
Supermercados Bramil,http://www.bramil.com.br,http://www.linkedin.com/company/supermercados-bramil,{},,,
Citral Transporte e Turismo S/A,http://www.citral.tur.br,http://www.linkedin.com/company/citral-transporte-e-turismo-s-a,"{'number': '+55 51 3542-0200', 'source': 'Scraped', 'sanitized_number': '+555135420200'}",+55 51 3542-0200,Portuguese,
RG Segurança e Vigilância Ltda.,http://www.gruporgbrasil.com.br,http://www.linkedin.com/company/rg-seguran%c3%a7a-e-vigil%c3%a2ncia-ltda.,{},,,
Unissul Supermercados S/A,http://www.redeunissul.com.br,http://www.linkedin.com/company/unissul-supermercados-sa,{},,,
Companhia Energética de Brasília (CEB),http://www.ceb.com.br,http://www.linkedin.com/company/ceb-iluminacao-publica,{},,,
Drogaria Cristal - GRA,http://www.drogariacristal.com,http://www.linkedin.com/company/drogaria-cristal,"{'number': '+55 21 2709-3000', 'source': 'Scraped', 'sanitized_number': '+552127093000'}",+55 21 2709-3000,,
Câmara Municipal de Curitiba,http://www.curitiba.pr.leg.br,http://www.linkedin.com/company/c%c3%a2mara-municipal-de-curitiba,"{'number': '+55 41 3350-4500', 'source': 'Account', 'sanitized_number': '+554133504500'}",+55 41 3350-4500,,
Cemig Geração e Transmissão S.A.,http://www.infoinvest.com.br,http://www.linkedin.com/company/cemig-gera%c3%a7%c3%a3o-e-transmiss%c3%a3o-s.a.,{},,,
Auto Viacao Jabour,http://www.viacaojabour.com.br,http://www.linkedin.com/company/auto-viacao-jabour,{},,,
Hospital Santa Juliana,http://www.hsj.org.br,http://www.linkedin.com/company/hospital-santa-juliana-ac,"{'number': '+55 68 3212-4700', 'source': 'Scraped', 'sanitized_number': '+556832124700'}",+55 68 3212-4700,,
Transportadora Figueiredo LTDA,http://www.transportadorafigueiredo.com,http://www.linkedin.com/company/transportadora-figueiredo-ltda,{},,,
Farmácia Preço Baixo,http://www.farmaciasprecobaixo.com.br,http://www.linkedin.com/company/farm%c3%a1cia-pre%c3%a7o-baixo,{},,,
Super Rissul,http://www.rissul.com.br,http://www.linkedin.com/company/super-rissul,{},,,
São Jorge Shopping da Construção,http://www.saojorgeshopping.com.br,http://www.linkedin.com/company/saojorgeshoppingdaconstrucao,"{'number': '+55 62 3191-0079', 'source': 'Scraped', 'sanitized_number': '+556231910079'}",+55 62 3191-0079,,
Leroy Merlin Companhia Brasileira De Bricolagem,http://www.leroymerlin.com.br,http://www.linkedin.com/company/leroy-merlin-companhia-brasileira-de-bricolagem,{},,,
Claudino S A Lojas De Departamentos,,http://www.linkedin.com/company/claudino-s-a-lojas-de-departamentos,{},,Portuguese,
Hiper Bompreço,,http://www.linkedin.com/company/hiper-bompre%c3%a7o,{},,,
Fortal Terceirização,,http://www.linkedin.com/company/fortal-terceiriza%c3%a7%c3%a3o,{},,,
bb básico,http://www.bebebasico.com.br,http://www.linkedin.com/company/bb-basico,"{'number': '+55 21 2612-2374', 'source': 'Scraped', 'sanitized_number': '+552126122374'}",+55 21 2612-2374,,
Produserv Servicos,http://www.produserv.com.br,http://www.linkedin.com/company/produserv-servicos,{},,,
Elo Contact Center,,http://www.linkedin.com/company/elo-contact-center,{},,,
Secretaria de Estado da Administração,http://www.sea.sc.gov.br,http://www.linkedin.com/company/secretaria-de-estado-da-administra-o-do-estado-de-santa-catarina,{},,,
Governo do Estado do Piauí,http://www.www.pi.gov.br,http://www.linkedin.com/company/governo-do-estado-do-piau%c3%ad,{},,,
Panificadora Cepam Ltda,http://www.cepam.com.br,http://www.linkedin.com/company/panificadora-cepam-ltda,"{'number': '+55 11 2341-6644', 'source': 'Account', 'sanitized_number': '+551123416644'}",+55 11 2341-6644,,
Ótica Center,http://www.centeroticas.com.br,http://www.linkedin.com/company/-tica-vix,"{'number': '44337322', 'source': 'Scraped', 'sanitized_number': '+44337322'}",44337322,,
Lojas Noroeste,http://www.noroestecalcados.com.br,http://www.linkedin.com/company/noroeste-cal%c3%a7ados,"{'number': '+55 18 99819-4926', 'source': 'Scraped', 'sanitized_number': '+5518998194926'}",+55 18 99819-4926,Portuguese,
Prefeitura Municipal do Rio Grande,http://www.riogrande.rs.gov.br,http://www.linkedin.com/company/prefeitura-municipal-do-rio-grande,{},,,
Supermercado Alvorada,,http://www.linkedin.com/company/supermercado-alvorada,{},,,
Prefeitura Municipal de Várzea Paulista,http://www.varzeapaulista.sp.gov.br,http://www.linkedin.com/company/prefeitura-municipal-de-v-rzea-paulista,{},,,
PROGUARU SA,http://www.proguaru.com.br,http://www.linkedin.com/company/proguaru-sa,"{'number': '+55 11 2475-9000', 'source': 'Account', 'sanitized_number': '+551124759000'}",+55 11 2475-9000,,
Supermercado Irmãos Patrocínio,http://www.irmaospatrocinio.com.br,http://www.linkedin.com/company/supermercadoirmaospatrocinio,{},,,
Caixa Economica,http://www.shoppinglupo.com.br,http://www.linkedin.com/company/caixa-economica,"{'number': '+55 16 3333-5544', 'source': 'Scraped', 'sanitized_number': '+551633335544'}",+55 16 3333-5544,,
Supermercado Barbosa,http://www.supermercadobarbosa.com.br,http://www.linkedin.com/company/supermercado-barbosa,"{'number': '+55 33 3323-1610', 'source': 'Scraped', 'sanitized_number': '+553333231610'}",+55 33 3323-1610,,
Supermercado Unimarc,,http://www.linkedin.com/company/supermercado-unimarc,{},,,
Atacado Máximo,http://www.atacadomaximo.com.br,http://www.linkedin.com/company/atacado-maximo,{},,,
Prefeitura Municipal De Sarzedo,http://www.sarzedo.mg.gov.br,http://www.linkedin.com/company/prefeitura-municipal-de-sarzedo,{},,,
Toque a Campainha Móveis - Grupo TAC,http://www.toqueacampainha.com.br,http://www.linkedin.com/company/toque-a-campainha-m-veis---grupo-tac,"{'number': '+55 21 3296-9090', 'source': 'Scraped', 'sanitized_number': '+552132969090'}",+55 21 3296-9090,Portuguese,
USIBRAS,,http://www.linkedin.com/company/usibras,{},,,
Galeria dos Pães,http://www.galeriadospaes.com.br,http://www.linkedin.com/company/galeria-dos-paes,"{'number': '+55 11 3064-5900', 'source': 'Scraped', 'sanitized_number': '+551130645900'}",+55 11 3064-5900,,
UniCompra,http://www.unicompra.com.br,http://www.linkedin.com/company/unicompra,{},,,
Salão de Beleza Espaço Contemporâneo,http://www.espacocontemporaneo.com.br,http://www.linkedin.com/company/salobeleza,{},,,
Prefeitura Municipal de Araçatuba,http://www.aracatuba.sp.gov.br,http://www.linkedin.com/company/prefeitura-municipal-de-ara%c3%a7atuba,{},,,
Elizeu Martins Supermercados,http://www.elizeumartins.com.br,http://www.linkedin.com/company/elizeu-martins-supermercados,{},,Portuguese,
Hospital Alcides Carneiro,http://www.alcidescarneiro.com,http://www.linkedin.com/company/hospital-alcides-carneiro,"{'number': '+55 24 2023-1005', 'source': 'Scraped', 'sanitized_number': '+552420231005'}",+55 24 2023-1005,Portuguese,
Justiça Federal do Rio de Janeiro,http://www.jfrj.jus.br,http://www.linkedin.com/company/justi%c3%a7a-federal-do-rio-de-janeiro,"{'number': '+55 21 3812-8604', 'source': 'Scraped', 'sanitized_number': '+552138128604'}",+55 21 3812-8604,,
Grupo Novalar,http://www.novalar.com.br,http://www.linkedin.com/company/novalar,{},,,
Consultório de Psicologia,,http://www.linkedin.com/company/fcpsicologia,{},,,
Supermercado Veneza,,http://www.linkedin.com/company/supermercado-veneza,{},,,
Prefeitura Municipal de Belo Jardim,http://www.belojardim.pe.gov.br,http://www.linkedin.com/company/prefeitura-municipal-de-belo-jardim,"{'number': '+55 81 3726-8711', 'source': 'Account', 'sanitized_number': '+558137268711'}",+55 81 3726-8711,,
Prefeitura de Senador Canedo,http://www.senadorcanedo.go.gov.br,http://www.linkedin.com/company/prefeiturasenadorcanedo,"{'number': '12345678', 'source': 'Scraped', 'sanitized_number': '+12345678'}",12345678,,
Real De Eden Supermarket,http://www.realdeeden.com.br,http://www.linkedin.com/company/real-de-eden-supermarket,{},,,
Lanchonete 🍔 - 🍔 Lanchonete 🍔,,http://www.linkedin.com/company/lanchonete---lanchonete-,{},,,
Grupo Beija-flor,http://www.grupobeijaflor.com,http://www.linkedin.com/company/grupobeijaflor,{},,,
Canasvieiras Transportes Ltda,http://www.canasvieirastc.com.br,http://www.linkedin.com/company/canasvieiras-transportes-ltda,"{'number': '+55 48 3266-2147', 'source': 'Scraped', 'sanitized_number': '+554832662147'}",+55 48 3266-2147,"English, Portuguese, Spanish",
Pasqualotto Supermercados,http://www.pasqualotto.net,http://www.linkedin.com/company/pasqualottosupermercados,{},,,
Colégio Estadual do Paraná,http://www.cep.pr.gov.br,http://www.linkedin.com/company/col-gio-estadual-do-paran-,"{'number': '+55 41 3234-5610', 'source': 'Account', 'sanitized_number': '+554132345610'}",+55 41 3234-5610,,
Rede Pão Dourado,http://www.paodourado.com.br,http://www.linkedin.com/company/rede-pao-dourado,{},,,
Farmácia POPULAR,http://www.redefarmaciapopular.com.br,http://www.linkedin.com/company/farm%c3%a1cia-popular,{},,Portuguese,
Santa Casa do Rio Grande,http://www.santacasarg.org.br,http://www.linkedin.com/company/santacasarg,"{'number': '+55 53 3233-7100', 'source': 'Account', 'sanitized_number': '+555332337100'}",+55 53 3233-7100,,
Polícia Militar do Pará,http://www.pm.pa.gov.br,http://www.linkedin.com/company/pol%c3%adcia-militar-do-par%c3%a1,{},,,
Almacén,,http://www.linkedin.com/company/almacen,{},,,
Casa Do Biscoito,http://www.casadobiscoito.com.br,http://www.linkedin.com/company/casa-do-biscoito,"{'number': '+55 32 3231-0591', 'source': 'Scraped', 'sanitized_number': '+553232310591'}",+55 32 3231-0591,,
Emater -Go,http://www.emater.ro.gov.br,http://www.linkedin.com/company/emater--go,{},,,
PREFEITURA MUNICIPAL DE PRESIDENTE PRUDENTE,http://www.presidenteprudente.sp.gov.br,http://www.linkedin.com/company/prefeitura-municipal-de-presidente-prudente,{},,,
Supermercado Condor,http://www.supercondor.com.br,http://www.linkedin.com/company/supermercado-condor,{},,,
Prefeitura de Aracruz,http://www.aracruz.es.gov.br,http://www.linkedin.com/company/prefeitura-de-aracruz,{},,,
Uberaba Supermercado,http://www.uberabasupermercados.com.br,http://www.linkedin.com/company/uberaba-supermercado,"{'number': '+55 31 3408-9900', 'source': 'Scraped', 'sanitized_number': '+553134089900'}",+55 31 3408-9900,,
UFAL,,http://www.linkedin.com/company/ufal,"{'number': '+55 82 3214-1100', 'source': 'Account', 'sanitized_number': '+558232141100'}",+55 82 3214-1100,,
Prefeitura Municipal de Lençóis Paulista,http://www.lencoispaulista.sp.gov.br,http://www.linkedin.com/company/prefeitura-municipal-de-len%c3%a7%c3%b3is-paulista,"{'number': '+55 14 3269-7000', 'source': 'Scraped', 'sanitized_number': '+551432697000'}",+55 14 3269-7000,,
Extra Hipermercados,,http://www.linkedin.com/company/extra-hipermercados,{},,,
Supermercado Central,http://www.supermercadocentralsr.com.br,http://www.linkedin.com/company/supermercado-central,"{'number': '+55 55 99623-5465', 'source': 'Scraped', 'sanitized_number': '+5555996235465'}",+55 55 99623-5465,,
Governo do Estado do Acre,,http://www.linkedin.com/company/governo-do-estado-do-acre,{},,,
Prefeitura de Teófilo Otoni,http://www.teofilootoni.mg.gov.br,http://www.linkedin.com/company/prefeituradeteofilootoni,{},,,
Supermercado Jacomar,,http://www.linkedin.com/company/supermercado-jacomar,{},,,
Consultório Particular,,http://www.linkedin.com/company/consult%c3%b3rio-particular-mbbservicosmedicos,{},,,
Souza Cruz S/A,,http://www.linkedin.com/company/souza-cruz-s-a,{},,,
Barbearia Bar,http://www.barbeariabar.com.br,http://www.linkedin.com/company/barberaria-bar,{},,,
Clinica Particular,http://www.verabzimmermann.com.br,http://www.linkedin.com/company/clinica-particular,{},,Portuguese,
PREFEITURA MUNICIPAL DE JOAO MONLEVADE,http://www.pmjm.mg.gov.br,http://www.linkedin.com/company/prefeitura-municipal-de-joao-monlevade,"{'number': '+55 31 3859-2500', 'source': 'Scraped', 'sanitized_number': '+553138592500'}",+55 31 3859-2500,,
Mercadinho,http://www.mercadinho.me,http://www.linkedin.com/company/mercadinho,{},,,
Bahamas Mix,http://www.bahamasmix.com.br,http://www.linkedin.com/company/bahamas-mix,{},,,
Supermercado Matheus,http://www.paqe.io,http://www.linkedin.com/company/supermercado-matheus,{},,,
Epa Supermercados,http://www.epa.com.br,http://www.linkedin.com/company/epa-supermercados,{},,,
Polishop.com.vc,http://www.polishop.vc,http://www.linkedin.com/company/flow-form-tec-em-conforma%c3%a7%c3%a3o-de-metais-ltda,{},,Portuguese,
Supermercado Brasil,,http://www.linkedin.com/company/supermercado-brasil,{},,,
Sergas,,http://www.linkedin.com/company/sergas,{},,,
Alimentare,http://www.alimentareshipchandler.com.br,http://www.linkedin.com/company/alimentare,{},,Portuguese,
Companhia Zaffari Comércio e Indústria Ltda.,,http://www.linkedin.com/company/companhia-zaffari-com%c3%a9rcio-e-ind%c3%bastria-ltda.,{},,,
Prefeitura Municipal de Cruzeiro,,http://www.linkedin.com/company/prefeitura-municipal-de-cruzeiro,{},,,
Varejão Supermercado,,http://www.linkedin.com/company/varejaosupermercados,{},,,
Pittol Calçados,http://www.pittol.com.br,http://www.linkedin.com/company/usepittol,{},,,
A&D,http://www.assembleiadedeusbh.com,http://www.linkedin.com/company/otica-diniz,"{'number': '+55 31 3303-4000', 'source': 'Scraped', 'sanitized_number': '+553133034000'}",+55 31 3303-4000,,
Consultora de beleza Natura avon e oboticario,,http://www.linkedin.com/company/consultora-de-beleza-natura-avon-e-oboticario,{},,,
Grupo Samam,http://www.samamveiculos.com.br,http://www.linkedin.com/company/gruposamam,{},,,
Grupo Soho,http://www.sohorestaurante.com.br,http://www.linkedin.com/company/sohorestaurante,"{'number': '+55 71 3453-5445', 'source': 'Account', 'sanitized_number': '+557134535445'}",+55 71 3453-5445,,
Supermercado Da Familia,http://www.supermercados-arcoiris.com.br,http://www.linkedin.com/company/supermercado-da-familia,{},,,
Viacao Pioneira,http://www.viacaopioneira.com.br,http://www.linkedin.com/company/viacao-pioneira,{},,,
Real Calcados,http://www.realcalcados.com.br,http://www.linkedin.com/company/real-calcados,{},,,
Supermercado Santo Antonio,http://www.mercadosantoantonio.com.br,http://www.linkedin.com/company/supermercado-santo-antonio,{},,,
Supermercado Santa Lucia,http://www.supermercadosantalucia.com.br,http://www.linkedin.com/company/supermercado-santa-lucia,{},,,
Supermercado Superbom,,http://www.linkedin.com/company/supermercado-superbom,{},,,
Prefeitura de Rio do Sul,,http://www.linkedin.com/company/prefeitura-de-rio-do-sul,{},,,
