Name,Website,LinkedIn,Primary Phone,Phone,Languages,Segment
Della Panificadora,http://www.dellapanificadora.com.br,http://www.linkedin.com/company/della-panificadora,{},,,
Baby Calçados,http://www.babycalcados.com.br,http://www.linkedin.com/company/baby-calcados,{},,,
Supermercado Santo Antonio,http://www.mercadosantoantonio.com.br,http://www.linkedin.com/company/supermercado-santo-antonio,{},,,
AG Terceirização de serviços,http://www.agservi.com.br,http://www.linkedin.com/company/ag-terceiriza%c3%a7%c3%a3o-de-servi%c3%a7os,"{'number': '+55 81 3626-3242', 'source': 'Scraped', 'sanitized_number': '+558136263242'}",+55 81 3626-3242,,
Ótica Veja,http://www.oticaveja.com.br,http://www.linkedin.com/company/oticavejaoficial,{},,,
Supermercado São Francisco,,http://www.linkedin.com/company/supermercado-s%c3%a3o-francisco,{},,,
Alexsandro Gomes,http://www.prolgrafica.com.br,http://www.linkedin.com/company/prol-grafica,"{'number': '+55 11 4966-4500', 'source': 'Scraped', 'sanitized_number': '+551149664500'}",+55 11 4966-4500,Portuguese,
Real Calcados,http://www.realcalcados.com.br,http://www.linkedin.com/company/real-calcados,{},,,
Drogaria Atual,http://www.drogariaatual.com.br,http://www.linkedin.com/company/drogaria-atual,{},,,
Supermercado Santa Lucia,http://www.supermercadosantalucia.com.br,http://www.linkedin.com/company/supermercado-santa-lucia,{},,,
Supermercado Castanha,http://www.castanhasupermercado.com.br,http://www.linkedin.com/company/supermercado-castanha,{},,,
Shopping Oiapoque,http://www.shoppingoiapoque.com.br,http://www.linkedin.com/company/shopping-oiapoque,{},,,
Cenourão,http://www.cenourao.com.br,http://www.linkedin.com/company/super-varejao-cenourao,{},,Portuguese,
Rede Superbom DF,http://www.superbomsupermercado.com.br,http://www.linkedin.com/company/superbom-supermercado,{},,,
São José Supermercados,http://www.saojosesupermercados.com.br,http://www.linkedin.com/company/s%c3%a3o-jos%c3%a9-supermercados,"{'number': '+55 27 3324-2355', 'source': 'Account', 'sanitized_number': '+552733242355'}",+55 27 3324-2355,,
Grupo Claudino,http://www.grupoclaudino.com.br,http://www.linkedin.com/company/grupo-claudino,{},,,
Supermercado Superbom,,http://www.linkedin.com/company/supermercado-superbom,{},,,
Supermercado Bom Preco,http://www.dwg.arq.br,http://www.linkedin.com/company/supermercado-bom-preco,{},,,
Rede Minipreço,http://www.redeminipreco.com.br,http://www.linkedin.com/company/redeminipreco,{},,,
Perfumaria Goya,http://www.goyaperfumaria.com.br,http://www.linkedin.com/company/perfumaria-goya,{},,,
Feirão dos Móveis Magazine,http://www.feiraomagazine.com.br,http://www.linkedin.com/company/feir%c3%a3o-dos-m%c3%b3veis-magazine,"{'number': '+55 99 98269-9149', 'source': 'Scraped', 'sanitized_number': '+5599982699149'}",+55 99 98269-9149,,
Propagas,http://www.propagas.com.br,http://www.linkedin.com/company/propagas,{},,,
Verdemar Supermercado & Padaria,,http://www.linkedin.com/company/verdemar-supermercado-&-padaria,{},,,
Supermercado Avenida,http://www.superavenida.com.br,http://www.linkedin.com/company/supermercadoavenida,{},,,
Farmácia Preço Popular- FPP,,http://www.linkedin.com/company/farm%c3%a1cia-pre%c3%a7o-popular-fpp,{},,,
Supermercado Bom Jesus,http://www.superbomjesus.com.br,http://www.linkedin.com/company/supermercado-bom-jesus,{},,,
MercaShop,,http://www.linkedin.com/company/merca-shop-01,{},,,
mercadão atacadista,http://www.mercadaoatacadista.com.br,http://www.linkedin.com/company/mercad%c3%a3o-atacadista,{},,,
Supermercados Dona De Casa,,http://www.linkedin.com/company/supermercados-dona-de-casa,{},,,
Serallê Calçados,http://www.seralle.com.br,http://www.linkedin.com/company/seralle-calcados,{},,,
Pierim Supermercados,http://www.pierimonline.com.br,http://www.linkedin.com/company/pierim-supermercados,{},,,
Koch Supermercado,,http://www.linkedin.com/company/koch-supermercado,{},,,
Supermercado Economia,http://www.supermercadoeconomia.com.br,http://www.linkedin.com/company/supermercado-economia,{},,,
Vulcabras Azaleia,http://www.vulcabras.com.br,http://www.linkedin.com/company/vulcabras-azaleia,"{'number': '+55 51 3543-1000', 'source': 'Account', 'sanitized_number': '+555135431000'}",+55 51 3543-1000,,
Supermercados Koch,http://www.superkoch.com.br,http://www.linkedin.com/company/supermercados-koch,"{'number': '+55 47 3368-4218', 'source': 'Account', 'sanitized_number': '+554733684218'}",+55 47 3368-4218,,
Pan,http://www.pantanalshopping.com.br,http://www.linkedin.com/company/pantanal-shopping,{},,English,
Dia Brasil Sociedade Limitada,,http://www.linkedin.com/company/dia-brasil-sociedade-limitada,{},,,
Rede Vivendas,http://www.redevivendas.com.br,http://www.linkedin.com/company/redevivendas,{},,,
Nun,http://www.getnun.com,http://www.linkedin.com/company/nun-inc,{},,Portuguese,
Hipersenna,http://www.hipersenna.com.br,http://www.linkedin.com/company/hipersenna,{},,,
Plansul,,http://www.linkedin.com/company/plansul,{},,,
Supermercado Fênix,http://www.grupofenixpe.com.br,http://www.linkedin.com/company/supermercado-fenix-pe,{},,,
Atacado Bate Forte,,http://www.linkedin.com/company/atacado-bate-forte,{},,,
Ótica Diniz,,http://www.linkedin.com/company/%c3%b3tica-diniz,{},,,
Quartetto Supermercados,http://www.quartetto.com.br,http://www.linkedin.com/company/quartetto-supermercados,"{'number': '+55 63 3312-4520', 'source': 'Scraped', 'sanitized_number': '+556333124520'}",+55 63 3312-4520,,
Mambo Supermercado,,http://www.linkedin.com/company/mambo-supermercado,{},,,
Morana Bragança Paulista,,http://www.linkedin.com/company/morana-braganca-paulista,{},,,
Lilica & Tigor,,http://www.linkedin.com/company/lilica-&-tigor,{},,,
Jorge Bischoff,,http://www.linkedin.com/company/jorge-bischoff,{},,,
Id Do Brasil Logistica,http://www.id-logistics.com.br,http://www.linkedin.com/company/id-do-brasil-logistica,{},,,
Farmácia do Trabalhador FCT,http://www.farmaciafct.com.br,http://www.linkedin.com/company/farm%c3%a1cia-do-trabalhador-fct,{},,,
Drogaria Hiper Popular,http://www.hiperpopular.com.br,http://www.linkedin.com/company/drogaria-hiper-popular,{},,,
Rede Farma Popular,http://www.redefarmacuiaba.com.br,http://www.linkedin.com/company/rede-farma-popular,{},,,
Roupa Mágica,http://www.roupamagica.com.br,http://www.linkedin.com/company/roupamagica,{},,,
Drogaria Popular,http://www.mhayk.com,http://www.linkedin.com/company/drogaria-popular,{},,,
Minuto Pão De Açúcar,,http://www.linkedin.com/company/minuto-p%c3%a3o-de-a%c3%a7%c3%bacar,{},,,
Supermercados Cometa,,http://www.linkedin.com/company/supermercados-cometa,{},,,
Empresa De Transportes Atlas,http://www.atlastransportes.com.br,http://www.linkedin.com/company/empresa-de-transportes-atlas,"{'number': '+55 11 2795-3100', 'source': 'Account', 'sanitized_number': '+551127953100'}",+55 11 2795-3100,,
Eny Calçados,http://www.eny.com.br,http://www.linkedin.com/company/eny-cal%c3%a7ados,{},,Portuguese,
Styllus,http://www.portalstyllus.com.br,http://www.linkedin.com/company/styllus-oficial,{},,,
Super Mercado Lider,http://www.mapcontabil.com.br,http://www.linkedin.com/company/super-mercado-lider,{},,,
BYD Via Porto,http://www.guaibacar.com.br,http://www.linkedin.com/company/guaibacar-veiculos-e-pecas,"{'number': '+55 51 3027-2429', 'source': 'Scraped', 'sanitized_number': '+555130272429'}",+55 51 3027-2429,,
EMATER-RIO,http://www.emater.rn.gov.br,http://www.linkedin.com/company/ematerrio,"{'number': '+55 21 2627-1432', 'source': 'Account', 'sanitized_number': '+552126271432'}",+55 21 2627-1432,,
Empório D'Antona,http://www.emporiodantona.com.br,http://www.linkedin.com/company/instituo-sou-estudante,"{'number': '+55 91 98514-6439', 'source': 'Scraped', 'sanitized_number': '+5591985146439'}",+55 91 98514-6439,,
Camino Supermercados,,http://www.linkedin.com/company/camino-supermercados,{},,,
Casa das Tintas,http://www.casadastintas-al.com,http://www.linkedin.com/company/casa-das-tintas-al,"{'number': '+55 82 2122-2324', 'source': 'Scraped', 'sanitized_number': '+558221222324'}",+55 82 2122-2324,,
Supermercado Confianca,http://www.pimoveis.com.br,http://www.linkedin.com/company/supermercado-confianca,{},,,
Compre Max,http://www.compremax.com.br,http://www.linkedin.com/company/compre-max,{},,,
Lavagnoli Supermercados,http://www.lavagnoli.com.br,http://www.linkedin.com/company/lavagnolisupermercados,{},,,
Confecção,,http://www.linkedin.com/company/confec%c3%a7%c3%a3o,{},,,
Supermercado Real,http://www.supermercadoreal.com.br,http://www.linkedin.com/company/organizacao-real,{},,,
Dufry Duty Free,,http://www.linkedin.com/company/dufry-duty-free,{},,,
Devintex Cosmeticos,http://www.devintex.com.br,http://www.linkedin.com/company/devintex-cosmeticos,{},,,
Hortigil Hortifruti,,http://www.linkedin.com/company/hortigil-hortifruti,{},,,
Agencia Amazonense De Desenvolvimento Cultural - Aadc,http://www.agenciacultural.org.br,http://www.linkedin.com/company/agencia-amazonense-de-desenvolvimento-cultural---aadc,"{'number': '+55 92 3234-3667', 'source': 'Scraped', 'sanitized_number': '+559232343667'}",+55 92 3234-3667,,
Supermercado Sao Judas Tadeu,,http://www.linkedin.com/company/supermercado-sao-judas-tadeu,{},,,
Comercial Oswaldo Cruz,http://www.joanin.com.br,http://www.linkedin.com/company/comercial-oswaldo-cruz,{},,,
Semar,http://www.semar.com.br,http://www.linkedin.com/company/semar,{},,,
Drogaria Max,http://www.speedfarma.com.br,http://www.linkedin.com/company/drogaria-max,{},,,
Raquel Calçados,http://www.raquelcalcados.com.br,http://www.linkedin.com/company/raquel-cal%c3%a7ados,{},,,
Farmacia Santa Lucia,,http://www.linkedin.com/company/farmacia-santa-lucia,{},,,
Compre Mais Supermercados,http://www.newtecnologia.com.br,http://www.linkedin.com/company/compre-mais-supermercados,{},,,
Sacolão Saúde,http://www.sacolaosaude-vgsolucoes.com.br,http://www.linkedin.com/company/sacol%c3%a3o-sa%c3%bade,{},,,
Supermercado Serve Bem,http://www.marcenariaarte.com.br,http://www.linkedin.com/company/supermercado-serve-bem,{},,,
Dular,http://www.dular.com.br,http://www.linkedin.com/company/dular,{},,,
Pinheirão Supermercados,http://www.superpinheirao.com.br,http://www.linkedin.com/company/pinheir%c3%a3o-supermercados,"{'number': '+55 14 3711-9994', 'source': 'Scraped', 'sanitized_number': '+551437119994'}",+55 14 3711-9994,,
Garcia Atacadista,http://www.garciaonline.com.br,http://www.linkedin.com/company/garcia-atacadista,{},,,
Quitandaria,,http://www.linkedin.com/company/quitandaria,{},,,
Verona Supermercados,http://www.veronasupermercados.com.br,http://www.linkedin.com/company/verona-supermercados,"{'number': '+55 43 3172-1100', 'source': 'Scraped', 'sanitized_number': '+554331721100'}",+55 43 3172-1100,,
Eurico,http://www.eurico.com.br,http://www.linkedin.com/company/cal%c3%a7ados-casa-eurico,"{'number': '+55 11 5054-8877', 'source': 'Account', 'sanitized_number': '+551150548877'}",+55 11 5054-8877,Portuguese,
Móveis Estrela Ltda,http://www.redeestrela.com,http://www.linkedin.com/company/moveisestrelaltda,"{'number': '+55 64 98147-0059', 'source': 'Scraped', 'sanitized_number': '+5564981470059'}",+55 64 98147-0059,,
Azzurra Veiculos,http://www.azzurranet.com.br,http://www.linkedin.com/company/azzurra-veiculos,{},,,
Supermercado Chama,http://www.supermercadochama.com.br,http://www.linkedin.com/company/supermercado-chama,{},,,
MercaShop,,http://www.linkedin.com/company/merca-shop03,{},,,
Tag Mensageria Transportes E Servicos,,http://www.linkedin.com/company/tag-mensageria-transportes-e-servicos,{},,,
Acougue Completo,http://www.acouguecompleto.com.br,http://www.linkedin.com/company/acougue-completo,{},,,
BARBOSÃO SUPERMERCADOS,http://www.barbosaoextra.com.br,http://www.linkedin.com/company/barbosao-supermercados,{},,Portuguese,
Supermercado Oliveira,http://www.supermercadooliveira.com.br,http://www.linkedin.com/company/supermercado-oliveira,{},,,
Pérola,http://www.aperolajoias.com.br,http://www.linkedin.com/company/a-p%c3%a9rola-joias,{},,Portuguese,
Cia Latino Americana De Medicamentos,,http://www.linkedin.com/company/cia-latino-americana-de-medicamentos,{},,,
Esquinão Supermercados,,http://www.linkedin.com/company/esquin%c3%a3osupermercados,{},,,
Central Supermercado,http://www.centralsupermercado.com.br,http://www.linkedin.com/company/grupocentralpb,{},,,
Bompreco Bahia S.A.,,http://www.linkedin.com/company/bompreco-bahia-s.a.,{},,,
Rodoviario Camilo Dos Santos Filho,,http://www.linkedin.com/company/rodoviario-camilo-dos-santos-filho,{},,,
Supermercado Carvalho,http://www.carvalhosupermercado.com.br,http://www.linkedin.com/company/supermercado-carvalho,{},,,
REAL CALÇADOS E CONFECÇOES,,http://www.linkedin.com/company/real-cal%c3%a7ados-e-confec%c3%a7oes,{},,,
Farmacia Santana,http://www.turismofloripa.com.br,http://www.linkedin.com/company/farmacia-santana,{},,,
Supermercado Santa Helena,,http://www.linkedin.com/company/supermercado-santa-helena,{},,,
Casa dos Parafusos,http://www.casadosparafusos.com.br,http://www.linkedin.com/company/casa-dos-parafusos,"{'number': '+55 44 3621-1650', 'source': 'Scraped', 'sanitized_number': '+554436211650'}",+55 44 3621-1650,Portuguese,
Oliveiras,http://www.oliveirasjoias.com,http://www.linkedin.com/company/oliveiras,{},,,
MercaShop,,http://www.linkedin.com/company/montana-grill-express,{},,,
MR Hortifrutigranjeiros,http://www.mrhortifrutigranjeiros.com.br,http://www.linkedin.com/company/mrhortifrutigranjeiros,{},,,
Big Lar,http://www.grupobig.com.br,http://www.linkedin.com/company/big-lar,{},,,
WB,http://www.wb.com.br,http://www.linkedin.com/company/webookers,{},,,
Conveniencia,http://www.klevyslopes.com.br,http://www.linkedin.com/company/conveniencia,{},,,
IDEAL SUPERMERCADO,,http://www.linkedin.com/company/ideal-supermercado,{},,,
Pc Letreiros,http://www.novapcletreiros.com.br,http://www.linkedin.com/company/pc-letreiros,{},,,
Casa Avenida Comercio E Importacao,,http://www.linkedin.com/company/casa-avenida-comercio-e-importacao,{},,,
Drogaria Mais Barato,http://www.drogariasmaisbarato.com.br,http://www.linkedin.com/company/drogaria-mais-barato,{},,,
TopShop,http://www.topshop.com.br,http://www.linkedin.com/company/topshopbr,{},,,
Shopping da Utilidade,http://www.shoppingdautilidade.com.br,http://www.linkedin.com/company/shopping-da-utilidade,{},,,
Supermercado Campelo,http://www.supermercadoscampelo.com.br,http://www.linkedin.com/company/supermercado-campelo,{},,,
Supermercado Novo Tempo,http://www.fazendanovotempo.com.br,http://www.linkedin.com/company/supermercado-novo-tempo,{},,,
Vitória Supermercado,,http://www.linkedin.com/company/vit%c3%b3ria-supermercado,{},,,
Supermercado Santa Rita,,http://www.linkedin.com/company/supermercado-santa-rita,{},,,
Supermercado Unidos,http://www.supermercadounidos.com.br,http://www.linkedin.com/company/supermercado-unidos,{},,,
Coopbom Supermercados,http://www.coopbom.com.br,http://www.linkedin.com/company/coopbom,"{'number': '+55 15 3282-5092', 'source': 'Scraped', 'sanitized_number': '+551532825092'}",+55 15 3282-5092,,
Ultrafarma Popular,http://www.ultrafarmapopular.com.br,http://www.linkedin.com/company/ultrafarma-popular,{},,,
Pague Menos Supermercado,,http://www.linkedin.com/company/pague-menos-supermercado,{},,,
Lojas Leve,http://www.lojasleve.com.br,http://www.linkedin.com/company/lojas-leve,{},,Portuguese,
Lojas Guaibim,,http://www.linkedin.com/company/lojas-guaibim,{},,,
Zaffari Supermercados,,http://www.linkedin.com/company/zaffari-supermercados,{},,,
Supermercado Nazaré,,http://www.linkedin.com/company/supermercado-nazar%c3%a9,{},,,
SHOPPING DA MULTIDÃO,,http://www.linkedin.com/company/shopping-da-multid%c3%a3o,{},,,
Sempre Tem Supermercados,http://www.superatacadosempretem.com.br,http://www.linkedin.com/company/sempre-tem-supermercados,{},,,
Farmavida,http://www.farmavida.com.br,http://www.linkedin.com/company/farmavida,"{'number': '+55 11 4522-5555', 'source': 'Scraped', 'sanitized_number': '+551145225555'}",+55 11 4522-5555,,
Century Sports,http://www.centurysports.com.br,http://www.linkedin.com/company/century-sports,"{'number': '+55 42 99858-8385', 'source': 'Scraped', 'sanitized_number': '+5542998588385'}",+55 42 99858-8385,,
Supermercado Imperatriz,http://www.supermercadoimperatriz.com.br,http://www.linkedin.com/company/supermercado-imperatriz,"{'number': '+55 48 3389-3639', 'source': 'Account', 'sanitized_number': '+554833893639'}",+55 48 3389-3639,,
Loja de Conveniência,,http://www.linkedin.com/company/loja-de-conveni%c3%aancia,{},,,
Mercadinho Econômico,,http://www.linkedin.com/company/mercadinho-economico-oficial,{},,,
San Michel Supermercados,http://www.meusanmichel.com.br,http://www.linkedin.com/company/san-michel-supermercados,{},,,
Lojas Emanuelle,http://www.lojasemmanuelle.com.br,http://www.linkedin.com/company/lojas-emanuelle,"{'number': '+55 79 3024-0029', 'source': 'Account', 'sanitized_number': '+557930240029'}",+55 79 3024-0029,,
Maravilhas Divulgação,http://www.asmaravilhasdomundovarejos.store,http://www.linkedin.com/company/macromix-atacado,{},,,
Caitá Supermercados,,http://www.linkedin.com/company/cait%c3%a1-supermercados,{},,,
Revemar Motocenter,,http://www.linkedin.com/company/revemar-motocenter,{},,,
Sacolão ABC,,http://www.linkedin.com/company/sacol%c3%a3o-abc,{},,,
Supermercado Santos,http://www.santoscp.com.br,http://www.linkedin.com/company/supermercado-santos,{},,,
Supermercado Leal do Vale,http://www.lealdovale.com.br,http://www.linkedin.com/company/supermercadoslealdovale,{},,,
Mini Preco,http://www.dicascomoemagrecer.com.br,http://www.linkedin.com/company/mini-preco,{},,,
Assai Atacadista,,http://www.linkedin.com/company/assai-atacadista,{},,,
Internacional Travessias,http://www.internacionaltravessias.com.br,http://www.linkedin.com/company/internacional-travessias,{},,,
Supermercado Superpão Ltda,http://www.superpao.com.br,http://www.linkedin.com/company/supermercado-superp%c3%a3o-ltda,{},,,
Beija Flor,http://www.atacadobeijaflor.com.br,http://www.linkedin.com/company/atacado-beija-flor,"{'number': '+55 41 3243-0682', 'source': 'Scraped', 'sanitized_number': '+554132430682'}",+55 41 3243-0682,Portuguese,
FS LOGISTICA,http://www.fslogistica.com.br,http://www.linkedin.com/company/frioservice-transportes,{},,,
Farmácia Super Popular,,http://www.linkedin.com/company/farm%c3%a1cia-super-popular,{},,,
Casas Brasil,http://www.casasbrasil.com.br,http://www.linkedin.com/company/casas-brasil,{},,,
Supermercado Queiroz,http://www.supermercadoqueiroz.com.br,http://www.linkedin.com/company/supermercado-queiroz,{},,,
Farmacia Preco Baixo,http://www.focons.com.br,http://www.linkedin.com/company/farmacia-preco-baixo,{},,,
Arte Própria,http://www.artepropria.com.br,http://www.linkedin.com/company/arte-pr%c3%b3pria,{},,Portuguese,
Auto Pecas,http://www.parquetintas.com.br,http://www.linkedin.com/company/auto-pecas,{},,,
Casa da Ração,http://www.casadaracao.com.br,http://www.linkedin.com/company/casa-da-ra%c3%a7%c3%a3o-veterin%c3%a1ria,{},,,
Alvorada Supermercado,http://www.supermercadoalvorada.com.br,http://www.linkedin.com/company/alvorada-supermercado,{},,,
Megalar,http://www.megalar.com.br,http://www.linkedin.com/company/megalar,{},,,
HDB,,http://www.linkedin.com/company/hdb,{},,,
Rede Economia - Supermercados Campeão,http://www.supermercadoscampeao.com.br,http://www.linkedin.com/company/rede-economia-supermercados-campe%c3%a3o,{},,,
Supermercado Mini Preco,http://www.mercadominipreco.com.br,http://www.linkedin.com/company/supermercado-mini-preco,{},,,
Loja De Variedades,http://www.kenzovariedades.com.br,http://www.linkedin.com/company/loja-de-variedades,{},,,
Viviane,http://www.copagra.com.br,http://www.linkedin.com/company/copagra,{},,Portuguese,
Mundo das Utilidades,,http://www.linkedin.com/company/mundo-das-utilidades,{},,,
MARTINS BONFIM - ULTRAPOPULAR,,http://www.linkedin.com/company/martins-bonfim-ultrapopular,{},,,
Casa Grande Supermercado,,http://www.linkedin.com/company/casa-grande-supermercado,{},,,
Belissima,http://www.belissimadistribuidora.com.br,http://www.linkedin.com/company/belissima,{},,,
Drebes E Cia,http://www.drebes.com.br,http://www.linkedin.com/company/drebes-e-cia,{},,,
Barbosa Supermercado,,http://www.linkedin.com/company/barbosa-supermercado,{},,,
Lojas Economia,,http://www.linkedin.com/company/lojas-economia,{},,,
Ipanema,http://www.opticasipanema.com.br,http://www.linkedin.com/company/opticas-ipanema,"{'number': '+55 19 2104-6012', 'source': 'Account', 'sanitized_number': '+551921046012'}",+55 19 2104-6012,,
American Shoes Calcados,http://www.americanshoes.com.br,http://www.linkedin.com/company/american-shoes-calcados,{},,,
Planeta Calcados,http://www.lojasplaneta.com.br,http://www.linkedin.com/company/planeta-calcados,{},,,
Supermercado Litoral,,http://www.linkedin.com/company/supermercado-litoral,{},,,
Supermercado Savenhago,http://www.supermercadosavenhago.com.br,http://www.linkedin.com/company/supermercado-savenhago,{},,,
Desativado,,http://www.linkedin.com/company/deva-veiculos,{},,,
Supermercado Tai Max,http://www.taimax.com.br,http://www.linkedin.com/company/supermercado-tai-max,{},,,
Mais Mega Loja,,http://www.linkedin.com/company/mais-mega-loja,"{'number': '+55 11 99313-4394', 'source': 'Account', 'sanitized_number': '+5511993134394'}",+55 11 99313-4394,,
Multimarcas,http://www.mmarcas.com.br,http://www.linkedin.com/company/multimarcas,"{'number': '+55 19 3583-6360', 'source': 'Account', 'sanitized_number': '+551935836360'}",+55 19 3583-6360,,
Astro Vistorias,http://www.svistorias.com.br,http://www.linkedin.com/company/s-vistorias,{},,,
Mercado Kibarato,http://www.smkibarato.com.br,http://www.linkedin.com/company/mercado-kibarato,{},,,
Supermercado Econômico,,http://www.linkedin.com/company/supermercado-econ%c3%b4mico,{},,,
mercado dia dia,,http://www.linkedin.com/company/mercado-dia-dia,{},,,
Super Bom Supermercado,,http://www.linkedin.com/company/super-bom-supermercado,{},,,
Oliveira,http://www.comercialoliveira.com.br,http://www.linkedin.com/company/comercial-oliveira,{},,Portuguese,
Favorito Supermercado,http://www.favoritosupermercado.com.br,http://www.linkedin.com/company/favorito-supermercado,{},,,
Itao Supermercados Importacoes E Exportacoes,http://www.itao.com.br,http://www.linkedin.com/company/itao-supermercados-importacoes-e-exportacoes,{},,,
Supermercado Panelão,,http://www.linkedin.com/company/supermercado-panel%c3%a3o,{},,,
Supermercado Ferreira,http://www.bateriasenerfree.com.br,http://www.linkedin.com/company/supermercado-ferreira,"{'number': '+55 47 3027-3656', 'source': 'Scraped', 'sanitized_number': '+554730273656'}",+55 47 3027-3656,,
Supermercado Ramos,http://www.uebabuffet.com.br,http://www.linkedin.com/company/supermercado-ramos,{},,,
Lojas Insinuante,,http://www.linkedin.com/company/lojasinsinuante,{},,,
Supermercado Sao Jorge,http://www.supersaojorge.com.br,http://www.linkedin.com/company/supermercado-sao-jorge,{},,,
Supermercado Silveira,http://www.mercadosilveira.com.br,http://www.linkedin.com/company/supermercado-silveira,{},,,
Camelodromo,http://www.camelodromocampogrande.com.br,http://www.linkedin.com/company/camelodromo,{},,,
Varejão da Fartura,,http://www.linkedin.com/company/varej%c3%a3o-da-fartura,{},,,
Wall Mart,,http://www.linkedin.com/company/wall-mart,{},,,
TESte,,http://www.linkedin.com/company/bompre%c3%a7o-supermercados-do-nordeste,{},,,
Impecável,http://www.impecavel.com.br,http://www.linkedin.com/company/impec%c3%a1vel,{},,,
Lider Comercio E Industria,,http://www.linkedin.com/company/lider-comercio-e-industria,{},,,
Supermercado Super Mais,http://www.supermercadosupermais.com.br,http://www.linkedin.com/company/supermercado-super-mais,"{'number': '+55 31 3449-1100', 'source': 'Account', 'sanitized_number': '+553134491100'}",+55 31 3449-1100,,
Mercadinho Bom Preco,http://www.geraldolino.com.br,http://www.linkedin.com/company/mercadinho-bom-preco,{},,,
Feira dos Goianos,http://www.feiradosgoianostaguatinga.com.br,http://www.linkedin.com/company/feira-dos-goianos,{},,,
Supermercado Almeida,http://www.almeidasuper.com.br,http://www.linkedin.com/company/supermercado-almeida,"{'number': '+55 41 3666-1513', 'source': 'Scraped', 'sanitized_number': '+554136661513'}",+55 41 3666-1513,,
Enxuto Supermercados,,http://www.linkedin.com/company/enxuto-supermercados,{},,,
Loja de Bijuterias,,http://www.linkedin.com/company/loja-de-bijuterias,{},,,
Farmacia Do Povo,http://www.farmaciadopovao.com.br,http://www.linkedin.com/company/farmacia-do-povo,{},,,
Supermercado Bom Preço,,http://www.linkedin.com/company/supermercado-bom-pre%c3%a7o,{},,,
Hiper ABC,,http://www.linkedin.com/company/hiper-abc,{},,,
Lojas Coppel,http://www.lojascoppel.com.br,http://www.linkedin.com/company/lojas-coppel,{},,,
Realce Calcados,http://www.realcecalcados.com.br,http://www.linkedin.com/company/realce-calcados,{},,,
Supermercado Bruda,http://www.bruda.com.br,http://www.linkedin.com/company/supermercado-bruda,{},,,
Supermercado Do Frade,http://www.fradeilha.com.br,http://www.linkedin.com/company/supermercado-do-frade,{},,,
Super Caucaia,http://www.supercaucaia.com.br,http://www.linkedin.com/company/super-caucaia,{},,,
São Geraldo,http://www.saogeraldo.com,http://www.linkedin.com/company/s%c3%a3ogeraldobrasilia,"{'number': '+55 61 3233-4122', 'source': 'Scraped', 'sanitized_number': '+556132334122'}",+55 61 3233-4122,,
Farmacenter,,http://www.linkedin.com/company/farmacenter,{},,,
Mercado Oliveira,,http://www.linkedin.com/company/mercado-oliveira,{},,,
Promolivros,http://www.promolivros.com.br,http://www.linkedin.com/company/promolivros,"{'number': '+55 11 98215-7972', 'source': 'Account', 'sanitized_number': '+5511982157972'}",+55 11 98215-7972,,
Multicoisas,http://www.solucaoenergia.com.br,http://www.linkedin.com/company/multicoisas,"{'number': '+55 71 3021-0972', 'source': 'Scraped', 'sanitized_number': '+557130210972'}",+55 71 3021-0972,,
Supermercado Paulistão,,http://www.linkedin.com/company/supermercado-paulist%c3%a3o,{},,,
Mundo do Real,,http://www.linkedin.com/company/mundo-do-real,{},,,
mmartan,,http://www.linkedin.com/company/mmartan,{},,,
Supermercado Sol,,http://www.linkedin.com/company/supermercado-sol,{},,,
New Otica,http://www.newotica.com.br,http://www.linkedin.com/company/new-otica,{},,,
Epa Plus,,http://www.linkedin.com/company/epa-plus,{},,,
Rm Servicos Auxiliares De Transporte Aereo,http://www.rmghs.com.br,http://www.linkedin.com/company/rm-servicos-auxiliares-de-transporte-aereo,"{'number': '+55 81 3464-2425', 'source': 'Owler', 'sanitized_number': '+558134642425'}",+55 81 3464-2425,,
Sacolao Supermercado,http://www.grupovivenci.com.br,http://www.linkedin.com/company/sacolao-supermercado,{},,,
Supermercado Paraiso,http://www.paraisosupermercados.com.br,http://www.linkedin.com/company/supermercado-paraiso,{},,,
Super Lider,http://www.superlider.com.br,http://www.linkedin.com/company/super-lider,{},,,
Supermercado Stock,,http://www.linkedin.com/company/supermercado-stock,{},,,
XP Centro de Distribuição,http://www.xpdistribuicao.com.br,http://www.linkedin.com/company/xp-centro-de-distribui%c3%a7%c3%a3o,{},,,
EMPAER-Empresa Matogrossense de Pesquisa Assistência Técnica e Extensão Rural,http://www.empaer.mt.gov.br,http://www.linkedin.com/company/empaer-empresa-matogrossense-de-pesquisa-assist%c3%aancia-t%c3%a9cnica-e-extens%c3%a3o-rural,{},,,
Móveis Romera,,http://www.linkedin.com/company/m%c3%b3veis-romera,{},,,
Empresa,,http://www.linkedin.com/company/inbeer-conveni-ncia,{},,,
Supermercado Rio Verde,http://www.rederioverde.com.br,http://www.linkedin.com/company/supermercado-rio-verde,{},,,
Fazenda Santa Rita,,http://www.linkedin.com/company/fazenda-santa-rita,{},,,
DROGARIA BEM ESTAR,http://www.drogariasbemestar.com.br,http://www.linkedin.com/company/drogaria-bem-estar,{},,,
SUPERMODA,http://www.supermoda.online,http://www.linkedin.com/company/gruposupermoda,{},,,
SUPERMERCADO MIX,,http://www.linkedin.com/company/supermercado-mix,{},,,
